mean_x,std_x,mean_y,std_y,mean_z,std_z,Activity
-1.96447,2.94707,-6.63730,2.96073,-1.14153,6.41597,hand_wash
-1.77107,2.39397,-8.04230,2.73864,-1.51407,4.37686,hand_wash
-3.64759,3.43752,-6.96198,4.60798,-0.58685,6.33305,hand_wash
-1.78679,2.97485,-7.30443,3.30084,-1.24319,6.84818,hand_wash
-3.50726,2.46445,-6.82055,2.79547,-2.34584,4.95137,hand_wash
-3.46179,2.31168,-6.72750,3.33858,-2.40138,5.01756,hand_wash
-3.20725,3.19946,-7.25936,3.54983,-1.55122,6.05474,hand_wash
-4.19672,3.19794,-5.39560,4.25960,-1.49605,6.73012,hand_wash
-3.77154,8.98455,-4.39323,4.46284,6.08514,5.58697,hand_wash
-4.47731,3.22585,-5.74317,5.01999,-5.23198,5.41571,hand_wash
-3.43801,4.69139,-6.29120,5.13588,0.13701,8.28804,hand_wash
-3.68171,3.98729,-6.27331,5.22381,-0.58629,7.97462,hand_wash
4.98811,2.10773,-3.94094,4.91008,5.07094,3.79656,hand_wash
-3.15714,2.69054,-4.95711,4.30705,2.83012,6.75858,hand_wash
-3.12480,3.10331,-5.77630,4.31884,-0.00499,7.14653,hand_wash
-4.20147,3.41582,-6.02054,4.72931,-3.66625,6.34619,hand_wash
-4.52912,4.13934,-3.23815,5.41495,3.65602,8.20538,hand_wash
-2.96612,2.73450,-6.79234,2.87768,-2.59867,5.77694,hand_wash
-4.10431,3.61361,-5.67710,4.52926,-3.56229,7.09925,hand_wash
-3.45821,2.52794,-6.66083,3.21835,-0.61518,5.99163,hand_wash
-1.37884,7.79882,-3.36392,9.03355,7.04320,6.92598,hand_wash
-4.24958,2.86263,-5.78880,4.34290,0.07313,6.41646,hand_wash
-4.14800,3.84074,-5.17500,4.38381,-3.75170,7.52134,hand_wash
-4.46345,2.89613,-4.72283,3.71558,3.03742,6.92894,hand_wash
-4.44829,2.91114,-5.32049,3.72914,-2.35243,6.84701,hand_wash
-2.88153,3.08075,-6.95428,4.12855,-1.44325,6.63017,hand_wash
-2.88948,3.39725,-6.74444,3.86948,-3.27384,6.63048,hand_wash
4.77722,1.93037,-5.16586,2.94892,5.45280,3.56716,hand_wash
4.26204,1.67206,-7.07493,3.27444,1.71454,3.63477,hand_wash
-2.76398,3.24273,-7.30208,3.81181,-2.08364,5.92160,hand_wash
-3.72251,2.90763,-6.93315,3.38921,-3.61656,4.77248,hand_wash
-3.32788,2.30524,-3.93646,3.73166,4.75337,6.88516,hand_wash
-4.07524,2.87561,-5.73437,3.70795,-0.77617,6.48149,hand_wash
4.44105,2.14053,-4.23994,4.74429,5.54252,3.59894,hand_wash
4.39688,2.27372,-7.30552,2.88522,2.32028,4.23999,hand_wash
5.54239,2.44205,-4.17095,3.71110,4.94890,4.28868,hand_wash
5.08551,2.90884,-6.58157,3.53353,2.70822,5.46080,hand_wash
6.13294,2.60666,-4.29951,4.49413,4.17856,4.47049,hand_wash
-2.92461,3.12472,-7.02146,3.43275,-2.11850,6.21354,hand_wash
-3.02607,3.00518,-7.01974,3.59697,-1.47684,6.01635,hand_wash
-4.70490,2.72416,-5.32758,4.10924,-0.12540,6.49366,hand_wash
-4.39397,3.45255,-6.06419,4.50318,-2.61954,6.39259,hand_wash
-4.43696,2.58058,-5.24328,3.84704,-1.17497,6.66664,hand_wash
-3.35476,3.68457,-7.10558,4.50473,-1.05942,6.98534,hand_wash
-3.16689,2.41816,-6.10968,3.15381,2.74930,6.84006,hand_wash
4.90901,2.62812,-5.48182,4.56288,2.87275,3.89112,hand_wash
5.59621,1.87658,-5.92090,2.70015,3.35145,4.39539,hand_wash
4.73173,1.41358,-6.53082,3.03343,3.57675,2.60483,hand_wash
1.81541,2.06544,-7.83448,4.11758,-0.19419,4.75103,hand_wash
-3.29241,2.37658,-6.78335,3.04392,-1.43107,5.50988,hand_wash
-2.99765,2.46500,-5.47890,3.75181,3.87649,6.40339,hand_wash
-8.62748,4.52654,-4.23096,3.48883,-0.04320,2.48431,not_hand_wash
-7.70509,4.85550,-3.80716,2.70716,-1.64030,3.75175,not_hand_wash
1.85170,0.96974,-7.25473,2.06685,-4.48644,1.88194,not_hand_wash
1.33196,0.71776,-8.41302,1.94477,-2.57857,1.08337,not_hand_wash
-4.38026,6.25317,-5.82120,3.46604,-2.30383,3.08256,not_hand_wash
-2.35277,1.06321,-6.03392,1.84872,-5.70166,1.73068,not_hand_wash
-8.06497,2.55919,-2.38393,3.22402,0.49681,2.56649,not_hand_wash
-8.37950,2.05245,-1.67419,1.08118,4.04767,1.44535,not_hand_wash
-8.31457,1.85299,-2.30369,0.61593,3.94196,0.94264,not_hand_wash
-8.31083,1.93193,-2.93702,0.87239,3.28276,0.80537,not_hand_wash
-3.52511,4.68262,-4.05876,1.82785,-3.12264,4.80288,not_hand_wash
2.85917,0.72863,-4.85420,1.24422,-6.75340,1.57287,not_hand_wash
1.87323,0.99009,-5.58054,1.74360,-6.34372,1.79728,not_hand_wash
2.11572,1.15706,-7.62547,2.29671,-0.78466,4.13377,not_hand_wash
-1.26261,6.29767,-7.56501,2.78016,0.91472,2.76914,not_hand_wash
-4.40607,7.73330,-1.51267,6.38194,0.62962,8.47428,not_hand_wash
-10.00941,4.34932,-4.06871,3.99492,-1.01109,2.37714,not_hand_wash
0.25245,5.71517,-5.13662,2.74679,1.51662,6.57681,not_hand_wash
1.13687,2.80618,-7.06100,3.65105,-3.03096,3.82522,not_hand_wash
1.52117,4.54685,-8.05488,2.50450,-0.23090,1.09685,not_hand_wash
-3.92843,5.97255,-2.90071,5.89130,-6.22515,7.04447,not_hand_wash
0.12531,3.60090,-1.37596,3.91789,-4.76833,6.33205,not_hand_wash
2.67828,2.78087,6.47522,5.59321,4.82913,5.59167,not_hand_wash
1.42891,2.81819,6.72875,4.29934,4.92581,3.96277,not_hand_wash
1.49475,1.09370,7.01773,2.21859,6.29771,2.43451,not_hand_wash
0.53450,0.16392,8.68616,1.93675,4.54312,1.02247,not_hand_wash
0.41073,0.19772,8.45761,1.90013,5.01292,1.17109,not_hand_wash
0.31465,0.20580,8.39026,1.92532,5.09878,1.18440,not_hand_wash
0.35989,0.12835,8.43019,1.87827,5.08135,1.14578,not_hand_wash
1.36143,4.93540,7.13265,3.99325,2.18601,3.21793,not_hand_wash
2.46643,4.21302,3.96281,5.93800,4.38706,4.40238,not_hand_wash
6.75548,1.52347,6.59406,1.48422,1.46975,0.47167,not_hand_wash
5.15872,4.39012,5.10175,3.34244,2.49712,2.82405,not_hand_wash
-2.86490,0.88641,1.20667,1.74713,9.29012,2.39463,not_hand_wash
3.27602,4.98007,2.60588,4.94960,2.84839,5.99998,not_hand_wash
2.75860,4.00575,4.73643,4.98334,5.86464,3.86651,not_hand_wash
0.87261,0.24509,8.01864,1.78729,5.68169,1.28203,not_hand_wash
0.81730,0.22269,8.00837,1.78685,5.71636,1.27517,not_hand_wash
1.70940,4.53747,4.26862,7.46188,3.20974,5.97657,not_hand_wash
7.54540,1.88036,5.40425,1.75584,0.79437,1.72027,not_hand_wash
7.61765,1.63052,5.23966,1.69346,0.46014,2.10457,not_hand_wash
-2.71328,8.26401,3.62702,4.72803,2.51943,5.01196,not_hand_wash
2.55381,3.20679,6.68280,3.51205,3.05004,4.97347,not_hand_wash
4.02211,3.13550,4.79264,5.61711,3.59554,4.28743,not_hand_wash
6.59296,2.43454,5.88239,1.54011,2.01167,2.73114,not_hand_wash
6.09094,3.14243,4.07955,3.56407,0.82801,5.18770,not_hand_wash
2.32950,3.25811,1.85722,5.41509,6.85337,3.13831,not_hand_wash
5.21667,4.94679,4.25089,4.48963,-0.83716,2.69349,not_hand_wash
2.34723,2.24043,3.36164,4.13894,7.90353,3.02455,not_hand_wash
2.35989,0.57872,5.54535,1.30687,7.82627,1.80443,not_hand_wash
2.43170,0.63357,6.15481,1.49829,7.33286,1.68544,not_hand_wash
2.53924,0.58684,5.91331,1.36631,7.48856,1.71332,not_hand_wash
2.77645,3.28676,5.35040,5.04660,4.88413,4.19759,not_hand_wash
1.76626,3.84610,6.95070,4.21276,0.37911,4.70611,not_hand_wash
6.88438,1.58296,6.49218,1.50129,0.97349,0.31456,not_hand_wash
6.92450,1.52884,6.42145,1.44293,1.26394,0.76409,not_hand_wash
5.54482,2.97571,7.04612,2.07828,0.68106,1.69577,not_hand_wash
6.59787,1.80390,6.64225,1.72581,0.23074,1.38992,not_hand_wash
2.64461,3.32932,5.67692,6.47224,5.34120,4.83764,not_hand_wash
2.27098,0.56809,6.65456,1.56039,6.93974,1.59679,not_hand_wash
2.02593,0.48428,6.73604,1.55952,6.91257,1.59204,not_hand_wash
2.09571,0.68962,6.89788,1.74910,6.93719,1.54041,not_hand_wash
3.39808,3.65075,2.27202,4.88362,3.62952,6.93387,not_hand_wash
7.37664,1.81899,3.76690,0.99667,5.00577,1.32454,not_hand_wash
7.36160,1.67895,3.83088,0.89678,4.88276,1.12119,not_hand_wash
7.40050,1.64426,3.86327,0.86164,4.83982,1.07701,not_hand_wash
7.45861,1.66261,3.77890,0.86630,4.80634,1.07629,not_hand_wash
7.47997,1.70547,3.69011,0.85104,4.79216,1.09457,not_hand_wash
7.47321,1.66146,3.75871,0.86362,4.81261,1.07700,not_hand_wash
7.44899,1.70647,3.90517,0.94141,4.67402,1.08942,not_hand_wash
2.38079,3.36547,2.13503,6.33175,7.04920,3.86064,not_hand_wash
2.23100,0.52973,6.54267,1.48103,7.08581,1.60004,not_hand_wash
2.25607,0.51682,6.67156,1.50904,6.93117,1.56618,not_hand_wash
2.17181,0.51576,6.80793,1.52469,6.82762,1.53415,not_hand_wash
2.15325,0.53814,6.77152,1.54683,6.84842,1.56176,not_hand_wash
2.18999,0.50903,6.85773,1.53824,6.77531,1.52035,not_hand_wash
2.23313,0.51752,6.81734,1.55645,6.77360,1.54389,not_hand_wash
2.29472,0.53604,6.93881,1.58445,6.64429,1.51542,not_hand_wash
2.41014,0.57521,6.82274,1.56419,6.73777,1.52998,not_hand_wash
1.39270,1.28609,6.61657,4.16429,6.01066,3.23587,not_hand_wash
-0.21382,3.87727,8.23009,3.00533,-0.60496,1.75601,not_hand_wash
-0.11650,5.14473,7.17619,3.95220,1.53513,3.28234,not_hand_wash
-4.36811,0.99456,7.56909,1.72441,4.40139,1.00845,not_hand_wash
-0.22187,5.16204,6.71817,4.75932,2.76462,3.94843,not_hand_wash
6.82627,1.53591,6.57361,1.52603,0.10704,0.53082,not_hand_wash
6.66758,1.49743,6.72407,1.50758,-0.19029,0.29465,not_hand_wash
6.69770,1.52606,6.68547,1.53154,0.02228,0.16484,not_hand_wash
6.90248,1.56426,6.52031,1.54673,-0.40683,1.18905,not_hand_wash
-0.79974,1.33575,7.95704,1.87377,-4.33579,1.33007,not_hand_wash
4.99888,2.74618,-5.76132,4.12015,1.82342,5.12220,hand_wash
-3.12231,3.40720,-6.75986,3.48976,-2.30729,6.60089,hand_wash
-2.53966,2.45062,-7.78624,3.25950,-1.24780,4.85405,hand_wash
-2.56992,3.00931,-6.93730,3.03514,-0.86844,6.37893,hand_wash
-2.69554,3.53098,-6.91369,3.82639,-1.98093,7.65124,hand_wash
-3.40387,3.04459,-6.55111,3.40867,-2.14255,6.52173,hand_wash
-2.80421,2.70075,-5.92590,3.90641,-2.97702,6.11476,hand_wash
-3.64647,2.00091,-6.13571,2.76475,-4.08045,4.21717,hand_wash
-2.94194,3.75809,-6.91341,3.64228,-2.97164,5.90599,hand_wash
-8.26405,3.54599,-4.26965,2.99620,3.39559,2.20419,not_hand_wash
-9.04152,3.84235,-3.11387,2.45058,3.34288,1.61175,not_hand_wash
-7.57382,1.85374,-4.79238,1.72171,1.11277,1.03857,not_hand_wash
-6.98354,2.54222,-4.82088,2.50368,1.53137,3.33817,not_hand_wash
-4.39117,4.07052,-3.75123,4.69448,-4.05134,3.00862,not_hand_wash
-5.55782,2.40885,-4.11434,4.00356,-0.79709,5.22926,not_hand_wash
-6.50812,1.62371,-1.05404,0.65812,-5.89273,1.52320,not_hand_wash
-0.11864,6.16010,-3.14315,2.79141,-3.68552,4.58860,not_hand_wash
-3.07067,4.87527,-5.29224,2.20528,2.30812,4.88408,not_hand_wash
-4.97732,6.17870,-5.13454,3.42436,0.79349,2.17149,not_hand_wash
0.52205,1.82495,-8.50948,2.24866,1.93522,1.98337,not_hand_wash
-5.10213,5.24852,-5.45944,4.02941,1.58792,1.72384,not_hand_wash
-8.62025,1.90524,-3.06851,1.21574,0.74595,0.95278,not_hand_wash
0.63191,6.95289,-4.19276,5.10133,2.11447,4.14012,not_hand_wash
-2.54435,6.39413,-0.21511,2.82508,5.23378,5.13937,not_hand_wash
0.59851,7.08938,-4.05568,3.59569,-2.48925,4.11017,not_hand_wash
-8.73574,2.42618,-2.68757,2.28749,0.98801,2.21778,not_hand_wash
-8.24309,1.87992,-3.79465,1.53945,1.34473,0.95260,not_hand_wash
-7.17011,1.78199,-4.79527,1.39045,3.16075,1.59160,not_hand_wash
-8.32680,2.44946,-3.45115,2.48827,2.95634,2.00982,not_hand_wash
-8.15870,2.42000,-3.12200,2.16300,2.19158,1.84970,not_hand_wash
-5.25171,4.99948,-4.87626,5.59505,3.36552,3.96257,not_hand_wash
1.35945,1.01896,-7.05579,1.95202,-4.83259,2.06971,not_hand_wash
2.36355,0.57226,-7.95411,1.82967,-3.09372,0.84073,not_hand_wash
2.12573,0.53718,-8.30548,1.85946,-2.44217,0.62764,not_hand_wash
2.00655,0.47100,-8.28549,1.85212,-2.58781,0.60549,not_hand_wash
1.91135,0.48228,-8.27230,1.90373,-2.56987,0.73437,not_hand_wash
1.67313,0.40836,-8.20643,1.85620,-2.97658,0.80134,not_hand_wash
1.70476,0.41152,-8.38914,1.88352,-2.45448,0.61409,not_hand_wash
1.77156,0.43799,-8.15014,1.86851,-3.01288,0.74279,not_hand_wash
1.77739,0.42021,-8.35021,1.86536,-2.52834,0.59327,not_hand_wash
1.74509,0.37522,-8.47766,1.74489,-2.41835,0.53139,not_hand_wash
1.84355,0.44510,-8.27948,1.88261,-2.67503,0.63810,not_hand_wash
1.83912,0.43957,-8.32646,1.86732,-2.55861,0.63372,not_hand_wash
1.78664,0.43608,-8.30427,1.91723,-2.50595,1.01070,not_hand_wash
0.16904,4.83964,-7.61717,2.53067,-2.53482,2.79945,not_hand_wash
-9.30799,3.52116,-1.93173,3.49432,0.08828,2.96665,not_hand_wash
-7.69987,2.19134,-0.12299,2.34480,-4.01230,1.96930,not_hand_wash
-0.96650,5.83730,-2.97865,4.69211,6.55278,5.28646,not_hand_wash
0.92342,1.29608,-4.25362,1.70238,8.45552,2.04082,not_hand_wash
0.96668,1.16454,-3.96126,2.03827,8.75266,2.23604,not_hand_wash
1.08901,1.67881,-3.25572,2.82379,9.07921,2.79042,not_hand_wash
-0.12580,3.21397,-3.30177,2.76425,8.67592,3.13105,not_hand_wash
-4.07251,1.62396,-4.80748,3.32507,7.06272,2.87833,not_hand_wash
-4.14695,1.11192,-4.67023,2.18179,7.22300,2.24271,not_hand_wash
-5.66278,4.24289,-3.73292,3.21152,5.28535,3.90201,not_hand_wash
-8.95384,3.16134,-2.63211,4.18042,1.94748,2.80394,not_hand_wash
-9.02489,2.25589,-1.76048,1.53714,1.80639,1.29058,not_hand_wash
-2.62219,4.60581,-6.09409,3.88695,-0.90557,2.73729,not_hand_wash
0.59347,1.13757,-8.82735,2.16441,1.57763,1.27177,not_hand_wash
-3.31872,4.18257,-7.39404,3.08195,2.26317,1.16624,not_hand_wash
-2.19832,3.79163,-5.97815,2.16599,-4.55976,3.25529,not_hand_wash
2.75714,1.03456,-3.87067,1.71673,8.12051,2.18094,not_hand_wash
3.21168,0.74271,-3.83029,0.88013,8.25894,1.88428,not_hand_wash
2.64839,0.87997,-3.99806,1.23531,8.51036,1.89554,not_hand_wash
6.65417,2.67087,2.32891,2.42935,0.35646,5.53179,not_hand_wash
0.97374,0.91224,-0.04481,3.30223,9.23623,2.37448,not_hand_wash
2.09189,0.49493,6.84475,1.55207,6.89055,1.54535,not_hand_wash
2.12349,0.47467,6.79099,1.53246,6.93712,1.55524,not_hand_wash
2.12163,0.49611,7.43058,1.70882,6.18844,1.42028,not_hand_wash
2.23428,0.50306,7.30348,1.62663,6.34352,1.40994,not_hand_wash
2.27561,0.47664,7.33498,1.51788,6.39534,1.32087,not_hand_wash
2.25845,0.50971,7.28944,1.62524,6.35549,1.41428,not_hand_wash
1.68838,1.34982,7.18289,1.68114,6.40605,1.79815,not_hand_wash
-2.04985,1.08420,6.81805,1.74435,6.83750,1.81521,not_hand_wash
-1.23826,0.33086,7.59390,2.07181,5.99642,1.95875,not_hand_wash
-1.29567,0.39717,7.02877,1.67578,6.88305,1.62491,not_hand_wash
-2.98723,2.02320,5.23559,2.68448,7.22025,2.00107,not_hand_wash
-2.98700,2.08052,6.16351,2.79641,6.23482,2.45918,not_hand_wash
-0.24455,2.34004,8.84693,2.54782,2.58905,1.85990,not_hand_wash
3.77244,3.17892,6.27067,2.99694,3.42789,4.81387,not_hand_wash
-1.00021,0.29455,8.55655,1.92468,4.81107,1.19724,not_hand_wash
-1.06051,0.25353,8.49089,1.93451,4.88466,1.11626,not_hand_wash
-1.06817,0.24406,8.63977,1.91933,4.64065,1.03421,not_hand_wash
-1.11350,0.26428,8.60759,1.96187,4.64846,1.06863,not_hand_wash
-6.42332,3.89804,5.25998,2.56771,2.74773,2.27695,not_hand_wash
-8.04336,1.78461,4.41188,0.97964,2.79757,0.62349,not_hand_wash
-8.04738,1.83057,4.44052,1.01108,2.62054,0.60022,not_hand_wash
-8.06685,1.78851,4.46276,0.99260,2.63388,0.59619,not_hand_wash
-8.04699,1.80255,4.42809,0.99615,2.74696,0.64336,not_hand_wash
