15163311,-2.0728924,1.8239537,9.359133
15163331,1.4122477,-2.1207652,-9.215514
15163347,1.4313968,-2.1973617,-9.225089
15163397,1.7377827,-2.149489,-9.20594
15163408,-2.1590633,1.4218222,9.129343
15163423,-2.1399143,1.2207564,9.148493
15163438,-2.0441687,1.2973529,9.091045
15163459,-1.9005502,1.4122477,9.024023
15163473,-1.7473572,1.4601204,9.0814705
15163488,-1.6611862,1.2877784,9.052747
15163503,-1.6994845,1.2877784,9.119769
15163520,-1.6994845,1.5750152,9.330409
15163534,-1.8718265,1.3260766,9.359133
15163550,-1.9579976,1.3069274,9.407005
15163568,-2.0250196,1.929274,9.665519
15163583,-2.2356598,2.2452345,9.598496
15163600,-2.360129,2.4463003,9.445304
15163614,-2.3314054,2.9633265,9.684668
15163633,-2.149489,4.303765,9.818711
15163645,-2.3697038,4.96441,9.703817
15163664,-2.8771553,3.5665238,9.407005
15163680,-3.7292912,1.6707608,9.004874
15163693,-3.8824842,0.17712937,7.999545
15163709,-3.0016246,-1.5462915,6.3814445
15163728,-1.2016073,-4.351638,3.8729098
15163744,0.56011176,-6.170804,0.5888355
15163760,2.5420458,-8.171887,-1.4122477
15163774,4.2654667,-10.182545,-3.4612036
15163789,4.6771727,-11.235746,-3.8346114
15163805,3.3271596,-9.742115,-3.059072
15163821,1.929274,-10.077225,-7.0995364
15163841,4.121848,-10.632549,-10.575102
15163853,6.4676156,-10.527229,-12.2410755
15163869,5.672927,-11.819795,-11.360216
15163884,3.1548176,-12.269799,-8.028269
15163901,-1.3165021,-14.20386,4.935686
15163921,-5.6633525,-14.088965,4.619725
15163934,1.5079932,-16.626225,1.469695
15163949,3.5090764,-16.664522,-3.231414
15163965,2.513322,-9.454879,-2.1399143
15163981,1.5175679,-8.583593,-4.1026993
15164000,1.9867213,-9.407005,-6.563361
15164013,3.1165195,-9.502751,-5.2133484
15164028,3.4133308,-11.005958,-5.567607
15164044,4.0644007,-12.068733,-4.2271686
15164061,3.8824842,-6.7357035,-2.2643836
15164075,4.2175937,-1.7377827,-0.56011176
15164091,4.1409974,-1.2973529,-1.383524
15164109,3.346309,-6.4293175,-3.7388659
15164124,4.772918,-5.2133484,-4.3803616
15164141,6.103782,-3.5569491,-3.7101421
15164155,5.605905,-5.692076,-2.5037475
15164174,5.4239883,-6.7740016,-1.5558661
15164189,4.1409974,-7.9516726,-1.469695
15164205,4.351638,-7.846352,-2.1207652
15164221,3.6335456,-6.850598,-6.984642
15164235,8.095291,-7.693159,-11.695326
15164250,7.482519,-9.138918,-9.722966
15164269,1.6803354,-12.059159,-8.803808
15164285,1.6994845,-14.424075,-2.800559
15164301,-2.1303396,-12.298523,3.7197168
15164314,-1.9867213,-11.025106,0.26330042
15164330,-1.9962958,-16.26239,-4.5718527
15164346,1.0388398,-18.99114,8.545295
15164366,6.2761245,-4.9452605,2.7048132
15164380,11.05383,-1.5941644,8.66019
15164394,-2.1207652,8.736787,-1.8335283
15164411,-1.9388485,-2.647366,5.950589
15164427,1.4313968,-11.341067,9.043172
15164446,5.1654754,-2.7909844,5.4048395
15164461,2.8101335,-3.8729098,5.366541
15164476,4.73462,-10.259142,4.2463174
15164491,4.954835,-3.9782298,2.2452345
15164505,5.6633525,-0.00478728,4.7920675
15164526,7.1474094,-3.7388659,8.803808
15164541,4.4856815,-1.8909757,7.329326
15164556,1.4505459,-3.4229054,6.4197426
15164571,5.2133484,-5.2707953,5.538883
15164586,11.331492,-13.763431,8.382527
15164600,6.6878304,-9.339984,6.065484
15164620,3.1452432,-7.3197513,5.567607
15164635,3.7675896,-9.301685,7.741032
15164651,4.5239797,-6.0559096,5.692076
15164666,5.82612,-7.855927,5.7208
15164680,0.8186249,-9.253813,7.2527294
15164696,-0.56968635,-6.821874,5.261221
15164715,0.18670394,-6.5729356,3.5569491
15164731,0.69415563,-7.042089,2.4654493
15164745,4.926111,-4.476107,6.5537868
15164760,7.9899707,-10.469782,1.0196906
15164776,0.043085523,-12.288948,3.2409887
15164792,1.4122477,-8.277207,2.7431116
15164808,5.0601554,-5.38569,-0.22500217
15164825,5.6633525,-7.1474094,0.56968635
15164840,5.653778,-7.5208173,2.168638
15164856,4.3612123,-5.519734,11.982562
15164871,1.3452257,-4.8782387,19.594337
15164887,2.7622607,-3.6814184,19.584763
15164906,5.806971,-3.9686553,15.774088
15164921,3.6622694,-7.4537954,9.225089
15164936,-0.5218136,-8.957002,11.312344
15164952,3.126094,-8.880404,12.059159
15164967,7.8655014,-8.11444,8.803808
15164986,3.4803526,-11.982562,3.6526947
15165000,1.469695,-7.35805,4.4473834
15165016,5.481436,-0.359046,2.2835326
15165032,5.5101595,-2.3792782,-1.6133134
15165047,3.451629,1.8239537,-6.850598
15165066,6.563361,-1.5079932,-18.014536
15165081,11.7049,-11.513409,-13.524067
15165097,9.560199,-13.150659,2.6569405
15165112,5.021857,-0.4164934,5.653778
15165128,1.8909757,-14.845356,7.204857
15165145,-0.25372586,-17.957088,2.5420458
15165160,5.17505,-11.111278,1.4026731
15165177,8.286782,-4.150572,2.101616
15165192,6.065484,-3.078221,2.5420458
15165208,3.5856729,-6.6208086,-0.32074776
15165226,4.1409974,-4.8590894,0.043085523
15165241,3.0973704,-1.9579976,2.0250196
15165253,2.254809,-5.376116,3.7292912
15165286,3.4803526,-6.323997,3.451629
15165301,2.3984275,-10.670848,3.8824842
15165320,0.8090504,-15.228338,6.9271946
15165333,2.3026817,-18.253899,8.152739
15165351,2.408002,-14.155988,9.847435
15165365,2.7909844,-8.736787,11.953838
15165385,3.6622694,-4.322914,10.077225
15165400,4.7250457,-5.433563,7.894225
15165412,5.8835673,-8.822957,5.519734
15165428,6.4197426,-8.803808,4.6388745
15165447,9.320834,-5.376116,-5.2037735
15165461,4.121848,-12.308098,-5.873993
15165477,1.9771467,-12.049584,-10.699572
15165493,2.6377914,-13.658111,-15.036847
15165508,4.935686,-10.153821,-7.35805
15165524,5.5484576,3.1643922,-11.7336235
15165540,4.342063,0.36862057,-8.870831
15165557,7.9516726,-2.580344,-6.1899533
15165573,10.383611,-2.187787,-5.500585
15165588,7.02294,-3.1069448,-4.3612123
15165606,4.5527034,-7.1474094,-1.1824582
15165622,3.126094,-7.2240057,2.8580062
15165637,1.0579889,-3.5952475,-0.9622433
15165653,4.2080193,-3.384607,-5.787822
15165668,6.764427,-9.407005,-7.922949
15165687,5.4431376,-10.565528,-8.2676325
15165702,4.1792955,-8.621892,-5.0601554
15165730,4.504831,-11.005958,-4.6293
15165747,4.916537,-11.810221,-9.119769
15165767,5.8835673,-11.925115,-10.029352
15165778,5.739949,-12.892146,-9.004874
15165794,3.212265,-9.349558,9.924032
15165810,3.9878044,-5.299519,9.54105
15165827,1.2207564,-2.7431116,12.154904
15165842,1.2399056,-8.353804,1.6803354
15165858,1.862252,-15.879409,1.0388398
15165874,-2.0537431,-9.253813,-2.733537
15165893,1.8239537,-8.34423,6.304848
15165907,1.3165021,-4.8973875,10.268716
15165925,2.3026817,-8.631466,7.204857
15165938,3.5665238,-3.0973704,6.7740016
15165954,2.5899186,-2.6377914,5.3186684
15165970,-4.6388745,-0.32074776,7.1091113
15165985,1.14416,2.3792782,10.488931
15166002,1.4792696,3.2505634,9.3878565
15166018,-0.8473486,2.5994933,6.525063
15166034,-1.3739494,-0.8952214,7.195282
15166050,1.5941644,-2.0633178,8.2676325
15166068,4.5718527,-0.2441513,10.967659
15166082,6.8122997,2.034594,11.743198
15166099,4.0069537,0.32074776,10.421909
15166115,1.14416,-4.016528,9.608071
15166131,2.6090677,-8.420826,8.698488
15166148,2.6090677,-6.8793216,4.610151
15166163,2.3122563,-0.9430942,9.407005
15166179,3.039923,3.5090764,11.982562
15166195,4.648449,2.3888528,11.044255
15166211,6.4005938,-3.6335456,12.480439
15166228,3.4229054,-5.222923,12.7964
15166243,1.5367169,-5.519734,11.647452
15166259,2.9824755,-7.56869,7.9708214
15166274,0.28244954,-4.131423,8.593168
15166289,4.4473834,-2.2931073,7.1857076
15166307,5.7016506,-4.7537694,-0.8856468
15166319,3.3080106,-5.2707953,1.6133134
15166336,1.5845897,-10.92936,7.3389006
15166352,2.0250196,-12.940019,8.698488
15166368,5.06973,-8.583593,3.6239712
15166383,5.452712,-7.396348,2.2931073
15166399,4.7537694,-6.745278,5.739949
15166415,3.059072,-5.912291,7.2240057
15166434,0.3111732,-0.22500217,6.8793216
15166450,-0.30159867,-2.733537,1.2973529
15166464,3.9878044,-19.259228,-4.5718527
15166479,8.191036,-19.594337,1.8431029
15166495,5.021857,-13.246405,11.082554
15166511,1.1250108,-3.020774,7.2718787
15166530,0.19627848,-5.7782474,-1.948423
15166544,0.36862057,-15.410255,-6.2474008
15166560,2.7239625,-19.039013,-5.912291
15166576,5.2037735,-10.795317,-1.8431029
15166591,2.8388572,-4.4856815,-4.5910015
15166609,2.0633178,-5.759098,-10.651698
