15256396,1.1728836,-1.8335283,9.378282
15256434,-2.3314054,1.3548003,-9.359133
15256493,1.6133134,-2.3888528,9.435729
15256509,1.6899099,-2.5994933,9.435729
15256525,1.7856555,-2.8292825,9.454879
15256540,1.469695,-3.0973704,9.272962
15256558,1.4505459,-2.8771553,9.2825365
15256571,1.4792696,-2.513322,9.234664
15256588,1.383524,-2.2835326,9.196365
15256606,1.2016073,-2.187787,9.0814705
15256621,1.0867126,-2.101616,9.100619
15256633,1.1920328,-1.9579976,9.100619
15256650,1.0962871,-1.4122477,8.937852
15256668,0.13883112,-1.4888442,9.349558
15256682,0.5313881,-1.4601204,9.445304
15256699,0.062234644,-1.2207564,9.110194
15256716,-0.5888355,-0.70373017,9.244238
15256728,-0.5888355,0.359046,9.426155
15256746,-0.78032666,0.33032233,9.924032
15256761,-0.70373017,0.39734426,9.41658
15256778,-1.5367169,-0.28244954,8.937852
15256793,-1.622888,-0.69415563,8.727212
15256810,-1.622888,-0.8186249,8.55487
15256827,-1.7473572,-1.4313968,8.171887
15256841,-1.79523,-1.9196993,7.808054
15256858,-2.1303396,-2.4558747,7.204857
15256873,-2.2643836,-2.321831,7.243155
15256890,-2.475024,-1.5175679,7.3867736
15256908,-2.8292825,-0.9718179,7.329326
15256922,-3.0877957,-0.7324539,7.042089
15256939,-3.3750327,-0.71330476,6.8122997
15256952,-3.7005677,-0.5313881,6.525063
15256969,-4.3803616,-0.25372586,6.3622956
15256987,-5.7303743,0.0718092,5.998462
15257001,-7.6835847,0.09095833,5.4239883
15257019,-9.474028,-0.69415563,4.198445
15257032,-10.555953,-1.6803354,2.714388
15257049,-11.207023,-3.0686467,0.8186249
15257063,-11.848518,-5.041006,-1.1824582
15257080,-12.518738,-7.0708127,-3.1643922
15257097,-12.805975,-8.957002,-5.0505805
15257114,-12.269799,-10.996383,-6.3527207
15257132,-11.274045,-13.102786,-6.850598
15257149,-9.7899885,-14.500671,-7.0995364
15257159,-8.296356,-14.921952,-6.151655
15257176,-7.5208173,-12.777251,-5.299519
15257190,-7.635712,-9.818711,-4.045252
15257213,-8.21976,-6.7069798,-2.6377914
15257226,-9.043172,-4.4856815,-1.1250108
15257255,-10.622974,-1.4984187,1.709059
15257273,-10.881488,-0.71330476,3.0877957
15257290,-10.661273,-0.78032666,3.8346114
15257305,-10.153821,-1.2494801,4.0548263
15257317,-9.636795,-1.2782038,3.8537605
15257334,-9.225089,-1.1824582,3.2888615
15257353,-9.004874,-1.4218222,2.513322
15257370,-8.822957,-2.0728924,1.7856555
15257385,-8.899554,-2.8771553,1.2399056
15257397,-9.148493,-3.7005677,0.99096704
15257415,-9.407005,-4.351638,0.92394507
15257432,-9.6942425,-4.9739842,1.0292653
15257449,-9.991054,-5.433563,1.3260766
15257463,-10.249567,-5.2899446,2.0058703
15257480,-10.584677,-4.696322,2.7814097
15257492,-10.795317,-4.3612123,3.499502
15257510,-10.689997,-4.169721,4.150572
15257526,-10.40276,-4.121848,4.811217
15257544,-10.0868,-4.2463174,5.500585
15257558,-9.8953085,-4.456958,6.1420803
15257573,-9.780414,-4.648449,6.678256
15257590,-9.636795,-4.7250457,7.176133
15257608,-9.359133,-4.619725,7.616563
15257624,-9.18679,-4.2941904,7.9803963
15257639,-9.215514,-3.7867386,8.21976
15257654,-9.320834,-3.0877957,8.334655
15257669,-9.359133,-2.1590633,8.229335
15257683,-9.368708,-1.4505459,7.8367777
15257699,-10.335738,-1.3930986,7.5974135
15257715,-11.197449,-1.5750152,7.003791
15257734,-11.15915,-2.1399143,6.4005938
15257749,-11.436812,-2.8963046,5.845269
15257763,-11.235746,-3.671844,5.3186684
15257779,-10.412334,-4.0931244,4.935686
15257795,-9.722966,-4.4473834,4.5144053
15257811,-9.301685,-4.5144053,4.1601467
15257829,-9.196365,-4.351638,3.9207826
15257844,-9.579348,-3.8920588,4.0356774
15257860,-10.575102,-3.6431203,3.9016335
15257875,-11.628304,-3.9207826,3.9782298
15257891,-13.083637,-4.389936,4.0644007
15257909,-14.912378,-5.0984535,4.0739756
15257924,-16.118773,-5.5580325,3.9686553
