286533412
294342488,1,3,-4.111051,-0.04790039,9.389674
294342498,1,3,-4.118236,0.06346802,9.54535
294342606,1,3,-4.9157777,1.0095007,9.48787
294342616,1,3,-5.012776,0.6538403,9.588461
294342625,1,3,-5.2654505,-0.0047900393,9.750125
294342635,1,3,-5.3049684,-0.29219237,9.920171
294342645,1,3,-5.436694,0.07783814,10.171648
294342655,1,3,-5.6462584,0.9412427,10.078242
294342665,1,3,-5.924081,1.6860938,9.751322
294342675,1,3,-6.258186,1.6310083,9.363329
294342684,1,3,-6.370752,1.0645862,9.030421
294342694,1,3,-6.307284,0.59276736,8.805289
294342704,1,3,-6.109695,0.3915857,8.612491
294342714,1,3,-5.868995,0.40236327,8.822055
294342724,1,3,-5.798342,0.47181883,8.461604
294342734,1,3,-5.588778,0.4179309,8.359816
294342743,1,3,-5.4558544,-0.122145995,7.780221
294342753,1,3,-5.012776,-1.0813513,7.164701
294342763,1,3,-4.3709106,-1.7256116,6.8186207
294342773,1,3,-3.6871326,-2.2237756,6.0414367
294342783,1,3,-3.05844,-2.5435107,6.3372216
294342792,1,3,-2.4824378,-2.8452833,5.9863515
294342802,1,3,-1.9998413,-3.5063086,6.030659
294342812,1,3,-1.531615,-4.2739124,5.5708156
294342822,1,3,-1.0981164,-4.89542,4.9061975
294342832,1,3,-0.38919067,-5.550458,4.4511437
294342842,1,3,0.46223876,-6.018684,3.869154
294342851,1,3,1.3316308,-6.6078587,3.7110827
294342861,1,3,2.208208,-7.306007,3.4991236
294342871,1,3,2.7949877,-8.446036,2.9686267
294342881,1,3,3.1805859,-9.405242,3.2919543
294342891,1,3,3.622467,-10.253078,3.8164637
294342901,1,3,3.7134778,-11.338022,4.5864625
294342910,1,3,3.6583924,-11.70446,5.3217335
294342920,1,3,3.7146752,-11.425441,5.351671
294342930,1,3,3.5482213,-10.599159,4.564907
294342940,1,3,3.4033227,-9.653126,4.012855
294342950,1,3,3.3721876,-9.036408,2.9698243
294342960,1,3,3.478766,-8.729846,2.6117687
294342969,1,3,3.2248938,-8.739427,3.3182995
294342973,4,3,-3.8988678,-1.6426377,0.50813115
294342979,1,3,2.694397,-9.425599,3.6799476
294342989,1,3,2.2321582,-10.324929,3.6428246
294342999,1,3,1.6346009,-10.627899,3.5182836
294343009,1,3,1.4453943,-10.302176,3.0153296
294343019,1,3,1.1124866,-9.845925,2.1088147
294343028,1,3,0.6622229,-9.310638,1.2502002
294343038,1,3,0.45026368,-8.945398,2.7219398
294343048,1,3,0.4418811,-10.380014,2.4525
294343092,1,3,-7.995773,-11.25779,18.986517
294343111,1,3,-1.778302,-9.971663,-2.459685
294343121,1,3,2.1567152,-13.218113,-2.3040087
294343131,1,3,1.7974621,-15.658638,0.7232959
294343141,1,3,0.18561402,-14.996415,1.5220349
294343151,1,3,-0.85382444,-12.3139925,1.6860938
294343161,1,3,-0.6933582,-11.464958,-5.3361034
294343171,1,3,-1.4238391,-10.868599,-1.2034973
294343169,4,3,-3.106311,0.0,0.4165184
294343180,1,3,1.3471985,-9.2256155,0.6813831
294343190,1,3,1.8297949,-6.2007055,5.5097423
294343200,1,3,2.342329,-3.6679723,9.268725
294343210,1,3,3.4069152,-0.99752563,10.751243
294343220,1,3,2.894381,-2.8680358,2.762655
294343229,1,3,-1.7747095,-5.316943,1.4980847
294343239,1,3,-3.866759,-6.539601,0.12573853
294343249,1,3,-3.1674132,-7.33355,-0.22513184
294343259,1,3,-0.6490503,-8.885523,0.5712122
294343269,1,3,1.9124231,-8.974138,2.5578809
294343279,1,3,1.9339783,-6.9503465,3.5326538
294343288,1,3,-0.7268884,-5.17444,1.6789087
294343298,1,3,-2.8297155,-6.533613,-4.0655456
294343308,1,3,-4.7696815,-10.221943,-6.894064
294343318,1,3,-6.3288393,-12.77743,-5.0989966
294343328,1,3,-7.582632,-13.71987,-9.899814
294343338,1,3,-9.414822,-14.477893,-16.264578
294343347,1,3,-8.556208,-14.685062,-16.977097
294343357,1,3,-6.0785594,-14.732963,-11.493699
294343367,1,3,-1.0154883,-12.96903,-6.8006577
294343366,4,3,-2.1145499,-1.6160061,0.38562572
294343377,1,3,0.6251001,-10.346484,-8.067623
294343387,1,3,-1.2454102,-8.534652,-11.094928
294343396,1,3,-4.1709266,-7.719148,-3.6440222
294343406,1,3,-2.3626869,-6.332432,-3.3949401
294343416,1,3,-1.6525635,-6.397097,-6.4545774
294343426,1,3,-0.1844165,-7.7251353,-7.186256
294343436,1,3,1.1005114,-8.475974,-2.2728736
294343446,1,3,2.410587,-7.5850267,2.2261705
294343487,1,3,-1.4358143,-6.077362,4.7301636
294343507,1,3,-3.98651,-6.8090405,4.831952
294343517,1,3,-0.81550413,-7.848479,-0.58198977
294343527,1,3,0.8981323,-8.908276,-2.278861
294343537,1,3,-0.6981482,-9.287886,-4.797224
294343547,1,3,-3.878734,-8.180189,-6.575526
294343556,1,3,-5.4115467,-7.2808595,-11.070978
294343566,1,3,-7.4568934,-8.068821,-11.187137
294343562,4,3,-1.989914,-2.1774006,0.22264026
294343576,1,3,-11.258986,-10.460248,-14.300662
294343586,1,3,-12.673245,-12.58942,-16.28733
294343596,1,3,-10.374027,-14.018049,-12.416979
294343605,1,3,-1.9411633,-13.254038,-5.6223083
294343615,1,3,3.5206788,-10.857821,-6.1468177
294343625,1,3,2.4740553,-5.16486,-6.1767554
294343635,1,3,-1.658551,-2.9638367,-7.7047777
294343645,1,3,-4.7744713,-2.703977,-8.460406
294343655,1,3,-3.6320472,-4.9361353,-8.941806
294343664,1,3,-0.920885,-7.140751,-6.1252623
294343674,1,3,2.654879,-7.268884,0.42511597
294343684,1,3,4.343368,-9.196875,6.253396
294343694,1,3,3.2081287,-9.144184,11.820619
294343704,1,3,2.1183949,-8.499925,10.447075
294343714,1,3,-1.0921289,-8.777746,1.5639478
294343723,1,3,-5.708529,-9.473499,0.84424436
294343733,1,3,-6.901249,-8.345446,0.2706372
294343743,1,3,-3.4164953,-7.9287124,-0.44667113
294343753,1,3,-0.5292993,-8.013736,1.3927039
294343763,1,3,1.1783496,-9.125025,0.0
294343759,4,3,-0.22370553,-0.757403,0.06072007
294343773,1,3,0.2802173,-8.479567,-3.378175
294343782,1,3,-1.9088305,-7.274872,-9.522597
294343792,1,3,-4.622388,-5.127737,-12.108021
294343802,1,3,-7.6401124,-5.2259326,-10.849439
294343812,1,3,-11.585907,-6.204298,-14.257551
294343822,1,3,-10.660232,-8.026908,-17.00344
294343831,1,3,-10.494976,-10.882969,-16.227455
294343841,1,3,-8.885523,-9.371712,-12.547507
294343851,1,3,-5.4271145,-7.7466908,-7.848479
